Name, Topic Label, Score
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Food and Drug Administration, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Evidence, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Knowledge, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Cognition, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Risk management, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Communication, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Vaccine controversies, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Physician, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Intelligence, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Cognitive science, 1
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Pharmaceutical drug, 0.9891
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Innovation, 0.9738
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Sampling (statistics), 0.9455
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Analysis, 0.9371
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Art, 0.917
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Medical diagnosis, 0.9127
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Doctor of Philosophy, 0.9117
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Paul Lazarsfeld, 0.9054
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Medical research, 0.8932
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Epistemology, 0.8886
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Carnegie Mellon University, 0.8843
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Bias, 0.8732
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Heuristic, 0.8727
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Organization, 0.8716
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, United Kingdom, 0.8715
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Philosophy, 0.8709
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Patient, 0.8683
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Disease, 0.8673
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Data, 0.8639
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Future, 0.8577
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Artificial intelligence, 0.8562
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Peace, 0.8422
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Policy, 0.8382
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Leadership, 0.8378
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Psychological concepts, 0.8376
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Pharmacology, 0.8349
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Vaccine, 0.8261
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Educational assessment, 0.8182
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Science, technology and society, 0.8145
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Neuroscience, 0.8126
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Ethics, 0.8122
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Pharmacy, 0.81
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Pharmaceutical industry, 0.8004
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Intelligence analysis, 0.7995
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Advice (opinion), 0.7963
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Applied psychology, 0.7861
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Organizational behavior, 0.7786
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Narrative, 0.7776
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Advertising, 0.7755
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Interdisciplinarity, 0.7753
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, CT scan, 0.7642
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Insight, 0.7641
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Consensus decision-making, 0.7599
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Unemployment, 0.7586
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Society, 0.746
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Scientist, 0.7436
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Advisory board, 0.7396
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Online and offline, 0.7346
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Belief, 0.7316
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Sickle-cell disease, 0.7246
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Computer, 0.7162
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Central Intelligence Agency, 0.7131
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Centers for Disease Control and Prevention, 0.7117
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Academy, 0.7095
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, The New York Times, 0.7051
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Chronic fatigue syndrome, 0.7041
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, TED (conference), 0.7036
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Data mining, 0.7011
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Cass Sunstein, 0.6995
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Human capital, 0.6967
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Conversation, 0.6957
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Soul, 0.6938
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, World Wide Web, 0.6922
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Truth, 0.6872
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Daniel Kahneman, 0.6843
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Vulnerability (computing), 0.6839
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Newspaper, 0.6812
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Visual perception, 0.6767
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, System, 0.6762
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Reading (process), 0.676
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Nutrition, 0.6696
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, National security, 0.6674
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Hospital, 0.6615
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Emotion, 0.6569
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Pharmacokinetics, 0.6555
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, License, 0.6516
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, United States, 0.6496
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Group decision-making, 0.6482
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Major trauma, 0.6476
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Sampling bias, 0.6449
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Thesis, 0.6438
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Incentive, 0.6431
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Focus group, 0.642
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Utility, 0.6363
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, United States Environmental Protection Agency, 0.636
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Funding of science, 0.6355
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Emergence, 0.6351
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Influence diagram, 0.6338
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Skepticism, 0.6302
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Science and technology, 0.629
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Liberalism, 0.6285
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Pattern recognition, 0.6277
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, I Was Here (song), 0.6252
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Justification, 0.6218
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Philosophical Transactions of the Royal Society, 0.6206
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Professor, 0.619
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Bayesian network, 0.6185
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Siri, 0.6126
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Lawsuit, 0.6074
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Bit, 0.607
2016 CSS-US Army TRADOC Mad Scientist Conference Day 2 Baruch Fischhoff 1.txt, Political science, 0.6045
Kamikaze02.txt, Warfare, 1
Kamikaze02.txt, Aviation, 1
Kamikaze02.txt, Military aviation, 0.9587
Kamikaze02.txt, Aircraft, 0.9072
Kamikaze02.txt, Military science, 0.8442
Kamikaze02.txt, Military, 0.778
Kamikaze02.txt, Pacific theatre of World War II, 0.7586
Kamikaze02.txt, Vought F4U Corsair, 0.7225
Kamikaze02.txt, Japan–United States military relations, 0.6787
Kamikaze02.txt, Military of the United States, 0.6782
Kamikaze02.txt, Aeronautics, 0.6666
Kamikaze02.txt, Kamikaze, 0.6592
Kamikaze02.txt, Theaters and campaigns of World War II, 0.6401
Kamikaze02.txt, Ships, 0.6195
Kamikaze02.txt, Military aircraft, 0.6097
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Communication design, 1
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Art media, 1
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Visual arts, 1
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Photography, 1
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Arts, 0.9375
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Crafts, 0.9261
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Imaging, 0.8914
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Decorative arts, 0.8096
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Conservation and restoration, 0.8057
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Advertising publications, 0.7922
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Artificial objects, 0.7699
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Museology, 0.7529
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Works of art, 0.7483
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Hobbies, 0.7363
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Handicrafts, 0.7321
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Advertising tools, 0.7135
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Packaging, 0.7009
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Writing, 0.6344
ImagenetClustering 11_29_2016 2_13_10 PM.txt, Folk art, 0.625
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Strategic management, 1
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Robot, 1
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Competence (human resources), 1
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Artificial intelligence, 1
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Technology, 1
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Watson (computer), 1
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Educational technology, 1
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Outsourcing, 1
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Internet of things, 1
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Social media, 1
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Creativity, 0.9905
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Information, 0.9793
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Unmanned aerial vehicle, 0.9229
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Energy, 0.9038
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Knowledge worker, 0.8724
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Artificial objects, 0.8717
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Science, 0.8665
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Leadership, 0.8414
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Logistics, 0.8313
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Cognitive science, 0.8034
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Autonomous car, 0.7705
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Computer, 0.7634
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Talent management, 0.7551
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Cognition, 0.7508
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Mathematics, 0.7417
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Internet, 0.7162
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Advice (opinion), 0.7158
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Thought, 0.7141
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Mind, 0.7083
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Time, 0.7081
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Battery (electricity), 0.6889
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Biometrics, 0.6855
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Quantum computing, 0.6731
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Suicide, 0.6721
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Knowledge, 0.6713
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Nothing, 0.6684
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Australia, 0.6472
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Coming out, 0.636
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Wearable computer, 0.6303
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, LinkedIn, 0.6226
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Spreadsheet, 0.6208
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Health, 0.6164
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Business, 0.6148
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, World Wide Web, 0.6098
TRADOC Mad Scientist 2015 - Shaping th Future w_ Mr Michael Jackson.txt, Herbert Hoover, 0.6092
Far Future Advances in Human Performance Augmentation.txt, Psychology, 1
Far Future Advances in Human Performance Augmentation.txt, Leadership, 1
Far Future Advances in Human Performance Augmentation.txt, Risk, 1
Far Future Advances in Human Performance Augmentation.txt, Thought, 1
Far Future Advances in Human Performance Augmentation.txt, Technology, 1
Far Future Advances in Human Performance Augmentation.txt, Reason, 1
Far Future Advances in Human Performance Augmentation.txt, Tank, 1
Far Future Advances in Human Performance Augmentation.txt, Understanding, 1
Far Future Advances in Human Performance Augmentation.txt, Research, 1
Far Future Advances in Human Performance Augmentation.txt, Posttraumatic stress disorder, 1
Far Future Advances in Human Performance Augmentation.txt, Causality, 1
Far Future Advances in Human Performance Augmentation.txt, Stress (biology), 1
Far Future Advances in Human Performance Augmentation.txt, Moore's law, 1
Far Future Advances in Human Performance Augmentation.txt, Computer, 1
Far Future Advances in Human Performance Augmentation.txt, Correlation and dependence, 1
Far Future Advances in Human Performance Augmentation.txt, Attention, 1
Far Future Advances in Human Performance Augmentation.txt, Psychological Operations (United States), 1
Far Future Advances in Human Performance Augmentation.txt, Cognition, 1
Far Future Advances in Human Performance Augmentation.txt, Biology, 1
Far Future Advances in Human Performance Augmentation.txt, Experiment, 1
Far Future Advances in Human Performance Augmentation.txt, Standard deviation, 1
Far Future Advances in Human Performance Augmentation.txt, Mean, 1
Far Future Advances in Human Performance Augmentation.txt, Science, 1
Far Future Advances in Human Performance Augmentation.txt, Ethics, 1
Far Future Advances in Human Performance Augmentation.txt, United States, 1
Far Future Advances in Human Performance Augmentation.txt, Health, 1
Far Future Advances in Human Performance Augmentation.txt, Physiology, 0.9865
Far Future Advances in Human Performance Augmentation.txt, Robotics, 0.9773
Far Future Advances in Human Performance Augmentation.txt, Artillery, 0.9583
Far Future Advances in Human Performance Augmentation.txt, Architecture, 0.9371
Far Future Advances in Human Performance Augmentation.txt, Cortisol, 0.9341
Far Future Advances in Human Performance Augmentation.txt, Ecology, 0.9327
